Data_Venda,Categoria,Preco_Unitario,Desconto_Perc,Quantidade,Tempo_Entrega_Dias,Mes
2023-09-23,Livros,"55,16","0,18",2,5,9
2023-01-16,Eletrônicos,"405,27","0,06",1,3,1
2023-07-18,Eletrônicos,"1605,45","0,37",3,4,7
2023-10-09,Casa e Decoração,"441,18","0,18",4,5,10
2023-03-27,Vestuário,"80,66","0,07",2,2,3
2023-09-07,Eletrônicos,"580,53","0,12",4,3,9
2023-09-27,Vestuário,"72,03","0,02",2,5,9
2023-12-01,Vestuário,"175,81","0,19",2,2,12
2023-04-27,Eletrônicos,"1423,5","0,34",3,4,4
2023-01-07,Livros,"46,15","0,37",5,4,1
2023-05-17,Eletrônicos,"1349,78","0,37",4,6,5
2023-06-25,Beleza,"93,97","0,05",1,4,6
2023-11-24,Beleza,"80,82","0,15",4,6,11
2023-11-11,Livros,"74,55","0,01",2,5,11
2023-08-03,Eletrônicos,"838,52","0,34",3,7,8
2023-03-23,Beleza,"118,69","0,14",5,2,3
2023-08-11,Vestuário,"120,86","0,25",3,7,8
2023-04-13,Casa e Decoração,"528,15","0,29",3,4,4
2023-09-30,Casa e Decoração,"249,47","0,17",1,7,9
2023-01-14,Beleza,"81,21","0,12",4,25,1
2023-06-08,Vestuário,"152,34","0,38",5,1,6
2023-06-01,Beleza,"91,31","0,39",5,5,6
2023-04-18,Vestuário,"169,63","0,12",1,6,4
2023-07-07,Beleza,"57,86","0,19",3,6,7
2023-10-28,Livros,"59,44","0,39",8,3,10
2023-04-08,Eletrônicos,"1241,44",0,1,5,4
2023-05-11,Livros,"52,08","0,17",2,5,5
2023-10-20,Eletrônicos,"1321,22","0,04",2,5,10
2023-06-20,Eletrônicos,"796,09","0,2",4,6,6
2023-07-02,Eletrônicos,"1102,06","0,01",1,6,7
2023-12-30,Vestuário,"119,87","0,16",3,4,12
2023-02-08,Casa e Decoração,"317,66","0,09",3,5,2
2023-01-15,Eletrônicos,"1634,11","0,21",2,5,1
2023-01-04,Eletrônicos,"1639,94","0,4",6,4,1
2023-12-15,Livros,"79,06","0,32",5,4,12
2023-07-29,Beleza,"78,44","0,34",6,5,7
2023-06-10,Beleza,"112,69","0,25",4,4,6
2023-01-16,Beleza,"92,81","0,02",1,6,1
2023-04-18,Beleza,"91,14","0,08",1,6,4
2023-11-07,Eletrônicos,"1176,79","0,37",3,3,11
2023-08-15,Vestuário,"220,34","0,15",2,6,8
2023-06-19,Beleza,"124,15","0,04",4,3,6
2023-02-03,Vestuário,"179,8","0,28",4,6,2
2023-09-08,Casa e Decoração,"332,97","0,12",2,6,9
2023-09-04,Eletrônicos,"1211,87","0,11",3,4,9
2023-09-26,Vestuário,"171,22","0,4",4,3,9
2023-05-21,Vestuário,"129,14","0,34",4,4,5
